Software,cluster_id_v1,cluster_label_v1,is_noise_like_v1,clustering_method_v1,normalized_name_v2,cluster_id_v2,cluster_label_v2,cluster_size_v2,is_noise_like_v2,clustering_method_v2,cluster_confidence_v2,review_recommended_v2,normalized_name_v3,cluster_id_v3,cluster_label_v3,cluster_size_v3,is_noise_like_v3,clustering_method_v3,cluster_confidence_v3,review_recommended_v3
Microsoft Visual C++ 2015 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015-2019 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015-2019 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015-2022 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015-2022 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2017 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2017 Redistributable (x64) - 14.13.26020,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2017 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2022 X64 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2022 X64 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2022 X86 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2022 X86 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ Build Tools,N0493,Microsoft Visual C++ Build Tools,true,singleton_noise_like,microsoft visual c++ build tools,N0382,Microsoft Visual C++ Build Tools,1,true,singleton_noise_like,0.00,true,microsoft visual c++ build tools,N0326,Microsoft Visual C++ Build Tools,1,true,singleton_noise_like,0.00,true
Microsoft Visual C++ Compiler Package for Python 2.7,N0494,Microsoft Visual C++ Compiler Package For Python,true,singleton_noise_like,microsoft visual c++ compiler package for python,N0383,Microsoft Visual C++ Compiler Package for Python 2.7,1,true,singleton_noise_like,0.00,true,microsoft visual c++ compiler package for python,N0327,Microsoft Visual C++ Compiler Package for Python 2.7,1,true,singleton_noise_like,0.00,true
Microsoft Visual F# 2.0 Runtime,C0153,Microsoft Visual F# Runtime,false,conservative_fuzzy_merge,microsoft visual f# runtime,C0153,Microsoft Visual F# Runtime,2,false,v1_exact_preserved,1.00,false,microsoft visual f# runtime,C0153,Microsoft Visual F# Runtime,2,false,v2_preserved,1.00,false
Microsoft Visual F# 2.0 Runtime 语言包 - 简体中文,C0153,Microsoft Visual F# Runtime,false,conservative_fuzzy_merge,microsoft visual f# runtime 语言包,C0153,Microsoft Visual F# Runtime,2,false,v1_exact_preserved,1.00,false,microsoft visual f# runtime 语言包,C0153,Microsoft Visual F# Runtime,2,false,v2_preserved,1.00,false
Microsoft Visual J# 2.0 Redistributable Package,C0154,Microsoft Visual J# Redistributable Package,false,conservative_fuzzy_merge,microsoft visual j# redistributable package,C0154,Microsoft Visual J# Redistributable Package,2,false,v1_exact_preserved,1.00,false,microsoft visual j# redistributable package,C0154,Microsoft Visual J# Redistributable Package,2,false,v2_preserved,1.00,false
Microsoft Visual J# 2.0 Redistributable Package - SE (x64),C0154,Microsoft Visual J# Redistributable Package,false,conservative_fuzzy_merge,microsoft visual j# redistributable package se,C0154,Microsoft Visual J# Redistributable Package,2,false,v1_exact_preserved,1.00,false,microsoft visual j# redistributable package se,C0154,Microsoft Visual J# Redistributable Package,2,false,v2_preserved,1.00,false
Microsoft Visual SourceSafe 2005 - ENU,N0496,Microsoft Visual Sourcesafe,true,singleton_noise_like,microsoft visual sourcesafe 2005,N0384,Microsoft Visual SourceSafe 2005 - ENU,1,true,singleton_noise_like,0.00,true,microsoft visual sourcesafe 2005,N0328,Microsoft Visual SourceSafe 2005 - ENU,1,true,singleton_noise_like,0.00,true
Microsoft Visual Studio 2005 Tools for Office Runtime Language Pack,C0078,Microsoft Visual Studio Tools For Office Runtime,false,conservative_fuzzy_merge,microsoft visual studio tools for office runtime language pack,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for office runtime language pack,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v2_preserved,1.00,false
Microsoft Visual Studio 2008 Shell (integrated mode) - ENU,C0156,Microsoft Visual Studio Shell Integrated,false,conservative_fuzzy_merge,microsoft visual studio shell integrated mode,C0156,Microsoft Visual Studio Shell Integrated,2,false,v1_exact_preserved,1.00,false,microsoft visual studio shell integrated mode,C0156,Microsoft Visual Studio Shell Integrated,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2008 专业版 - 简体中文,C0158,microsoft visual studio 专业版,false,exact_normalized,microsoft visual studio 专业版,C0158,microsoft visual studio 专业版,2,false,v1_exact_preserved,1.00,false,microsoft visual studio 专业版,C0158,microsoft visual studio 专业版,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2008 远程调试器 - 简体中文,N0506,microsoft visual studio 远程调试器,true,singleton_noise_like,microsoft visual studio 2008 远程调试器,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio 2008 远程调试器,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio 2010 ADO.NET Entity Framework Tools,N0497,Microsoft Visual Studio Ado.net Entity Framework Tools,true,singleton_noise_like,microsoft visual studio 2010 ado.net entity framework tools,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio 2010 ado.net entity framework tools,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio 2010 Shell (Integrated) - ENU,C0156,Microsoft Visual Studio Shell Integrated,false,conservative_fuzzy_merge,microsoft visual studio shell integrated,C0156,Microsoft Visual Studio Shell Integrated,2,false,v1_exact_preserved,1.00,false,microsoft visual studio shell integrated,C0156,Microsoft Visual Studio Shell Integrated,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2010 Shell (Isolated) - ENU,C0157,Microsoft Visual Studio Shell Isolated,false,exact_normalized,microsoft visual studio shell isolated,C0157,Microsoft Visual Studio Shell Isolated,2,false,v1_exact_preserved,1.00,false,microsoft visual studio shell isolated,C0157,Microsoft Visual Studio Shell Isolated,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),C0078,Microsoft Visual Studio Tools For Office Runtime,false,conservative_fuzzy_merge,microsoft visual studio tools for office runtime,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for office runtime,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v2_preserved,1.00,false
Microsoft Visual Studio 2010 Tools for Office Runtime (x64)语言包 - 简体中文,C0078,Microsoft Visual Studio Tools For Office Runtime,false,conservative_fuzzy_merge,microsoft visual studio tools for office runtime 语言包,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for office runtime 语言包,C0078,Microsoft Visual Studio Tools For Office Runtime,3,false,v2_preserved,1.00,false
Microsoft Visual Studio 2010 专业版 - 简体中文,C0158,microsoft visual studio 专业版,false,exact_normalized,microsoft visual studio 专业版,C0158,microsoft visual studio 专业版,2,false,v1_exact_preserved,1.00,false,microsoft visual studio 专业版,C0158,microsoft visual studio 专业版,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2015 Shell (Isolated),C0157,Microsoft Visual Studio Shell Isolated,false,exact_normalized,microsoft visual studio shell isolated,C0157,Microsoft Visual Studio Shell Isolated,2,false,v1_exact_preserved,1.00,false,microsoft visual studio shell isolated,C0157,Microsoft Visual Studio Shell Isolated,2,false,v2_preserved,1.00,false
Microsoft Visual Studio 2015 Shell (独立),N0505,microsoft visual studio shell 独立,true,singleton_noise_like,microsoft visual studio 2015 shell 独立,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio 2015 shell 独立,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Code,C0155,Microsoft Visual Studio Code,false,conservative_fuzzy_merge,microsoft visual studio code,C0155,Microsoft Visual Studio Code,2,false,v1_exact_preserved,1.00,false,microsoft visual studio code,C0155,Microsoft Visual Studio Code,2,false,v2_preserved,1.00,false
Microsoft Visual Studio Code (User),C0155,Microsoft Visual Studio Code,false,conservative_fuzzy_merge,microsoft visual studio code user,C0155,Microsoft Visual Studio Code,2,false,v1_exact_preserved,1.00,false,microsoft visual studio code user,C0155,Microsoft Visual Studio Code,2,false,v2_preserved,1.00,false
Microsoft Visual Studio Code Insiders (User),N0498,Microsoft Visual Studio Code Insiders User,true,singleton_noise_like,microsoft visual studio code insiders user,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio code insiders user,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Community 2013 with Update 5,N0499,Microsoft Visual Studio Community With,true,singleton_noise_like,microsoft visual studio community 2013 with,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio community 2013 with,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Express 2012 for Windows 8 - 简体中文,N0500,Microsoft Visual Studio Express For Windows,true,singleton_noise_like,microsoft visual studio express 2012 8,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio express 2012 8,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Installer,N0501,Microsoft Visual Studio Installer,true,singleton_noise_like,microsoft visual studio installer,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio installer,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Macro Tools,N0502,Microsoft Visual Studio Macro Tools,true,singleton_noise_like,microsoft visual studio macro tools,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio macro tools,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Macro Tools - CHS Language Pack,N0503,Microsoft Visual Studio Macro Tools Language Pack,true,singleton_noise_like,microsoft visual studio macro tools,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio macro tools,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Premium 2012,N0504,Microsoft Visual Studio Premium,true,singleton_noise_like,microsoft visual studio premium 2012,C0199,Microsoft Visual Studio,15,false,family_pattern,0.85,true,microsoft visual studio premium 2012,C0199,Microsoft Visual Studio,21,false,v2_preserved,0.85,true
Microsoft Visual Studio Tools for Applications 2.0 - ENU,C0024,Microsoft Visual Studio Tools For Applications,false,conservative_fuzzy_merge,microsoft visual studio tools for applications,C0024,Microsoft Visual Studio Tools For Applications,10,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for applications,C0024,Microsoft Visual Studio Tools For Applications,10,false,v2_preserved,1.00,false
Microsoft Visual Studio Tools for Applications 2.0 Language Pack - CHS,C0024,Microsoft Visual Studio Tools For Applications,false,conservative_fuzzy_merge,microsoft visual studio tools for applications language pack,C0024,Microsoft Visual Studio Tools For Applications,10,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for applications language pack,C0024,Microsoft Visual Studio Tools For Applications,10,false,v2_preserved,1.00,false
Microsoft Visual Studio Tools for Applications 2015,C0024,Microsoft Visual Studio Tools For Applications,false,conservative_fuzzy_merge,microsoft visual studio tools for applications,C0024,Microsoft Visual Studio Tools For Applications,10,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for applications,C0024,Microsoft Visual Studio Tools For Applications,10,false,v2_preserved,1.00,false
Microsoft Visual Studio Tools for Applications 2015 Language Support,C0024,Microsoft Visual Studio Tools For Applications,false,conservative_fuzzy_merge,microsoft visual studio tools for applications language support,C0024,Microsoft Visual Studio Tools For Applications,10,false,v1_exact_preserved,1.00,false,microsoft visual studio tools for applications language support,C0024,Microsoft Visual Studio Tools For Applications,10,false,v2_preserved,1.00,false
